,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso_alumno
725,FCEQN,FCEQN-6016,104,S,1.0,P,2000.0,12/06/2011
726,FCEQN,FCEQN-6018,170,N,1.0,P,2003.0,02/06/2013
727,FCEQN,FCEQN-6026,172,N,1.0,P,2005.0,12/14/2011
728,FCEQN,FCEQN-6027,170,S,0.0,P,2003.0,11/29/2012
729,FCEQN,FCEQN-6028,102,S,0.0,A,2003.0,12/06/2006
730,FCEQN,FCEQN-6031,104,N,1.0,A,2014.0,12/04/2006
731,FCEQN,FCEQN-6035,102,S,1.0,P,2006.0,11/28/2011
732,FCEQN,FCEQN-6036,104,N,0.0,A,2009.0,12/14/2011
733,FCEQN,FCEQN-6037,172,S,1.0,A,2010.0,12/05/2011
734,FCEQN,FCEQN-6038,104,S,1.0,P,2008.0,12/12/2011
735,FCEQN,FCEQN-6039,147,N,0.0,P,2008.0,03/18/2010
736,FCEQN,FCEQN-6040,172,S,0.0,A,2004.0,12/01/2011
737,FCEQN,FCEQN-6042,104,N,1.0,P,2000.0,04/13/2010
738,FCEQN,FCEQN-6045,104,S,1.0,A,2006.0,12/05/2011
739,FCEQN,FCEQN-6046,104,S,2.0,P,,12/11/2011
740,FCEQN,FCEQN-6049,104,N,1.0,P,2006.0,12/05/2011
741,FCEQN,FCEQN-6050,101,S,0.0,A,2006.0,12/06/2011
742,FCEQN,FCEQN-6052,102,S,1.0,A,2010.0,11/29/2011
743,FCEQN,FCEQN-6053,104,S,0.0,P,2000.0,12/01/2011
744,FCEQN,FCEQN-6056,104,S,1.0,P,2004.0,12/01/2011
745,FCEQN,FCEQN-6059,147,S,0.0,P,2005.0,04/25/2011
746,FCEQN,FCEQN-6062,101,S,0.0,P,2009.0,04/27/2011
747,FCEQN,FCEQN-6063,102,N,1.0,A,2011.0,12/06/2011
748,FCEQN,FCEQN-6064,101,N,1.0,P,2014.0,12/13/2011
749,FCEQN,FCEQN-6067,102,S,0.0,A,2010.0,12/13/2012
750,FCEQN,FCEQN-6068,172,N,1.0,P,2014.0,12/04/2006
751,FCEQN,FCEQN-6070,172,S,0.0,A,2009.0,05/14/2006
752,FCEQN,FCEQN-6073,147,S,0.0,P,2000.0,12/04/2011
753,FCEQN,FCEQN-6075,147,S,2.0,P,2006.0,12/04/2011
754,FCEQN,FCEQN-6077,104,N,0.0,A,,12/13/2011
755,FCEQN,FCEQN-6080,172,S,2.0,A,2007.0,04/12/2012
756,FCEQN,FCEQN-6082,143,S,0.0,A,2009.0,12/14/2012
757,FCEQN,FCEQN-6084,104,N,1.0,A,2005.0,02/11/2013
758,FCEQN,FCEQN-6085,147,S,0.0,A,2005.0,02/12/2013
759,FCEQN,FCEQN-6096,143,S,2.0,P,2005.0,12/15/2011
760,FCEQN,FCEQN-6099,101,S,0.0,P,2000.0,12/18/2011
761,FCEQN,FCEQN-6100,104,S,2.0,P,2003.0,12/13/2011
762,FCEQN,FCEQN-6101,101,S,1.0,P,2007.0,12/14/2012
763,FCEQN,FCEQN-6103,172,N,1.0,P,2009.0,12/06/2012
764,FCEQN,FCEQN-6104,147,S,1.0,P,2014.0,12/02/2007
765,FCEQN,FCEQN-6112,101,N,2.0,P,2005.0,12/19/2011
766,FCEQN,FCEQN-6113,143,N,0.0,A,2006.0,03/29/2010
767,FCEQN,FCEQN-6114,147,N,2.0,P,,04/24/2011
768,FCEQN,FCEQN-6115,143,N,1.0,A,2000.0,12/12/2011
769,FCEQN,FCEQN-6117,102,N,2.0,A,2010.0,12/13/2011
770,FCEQN,FCEQN-6120,147,S,1.0,P,2010.0,04/20/2011
771,FCEQN,FCEQN-6121,106,S,0.0,A,2000.0,12/16/1997
772,FCEQN,FCEQN-6123,147,S,0.0,P,2014.0,02/14/2013
773,FCEQN,FCEQN-6125,147,N,1.0,A,2004.0,01/30/2012
774,FCEQN,FCEQN-6126,147,S,1.0,P,2012.0,02/07/2007
775,FCEQN,FCEQN-6129,147,N,0.0,P,2004.0,12/19/2011
776,FCEQN,FCEQN-6128,147,N,2.0,A,2009.0,12/14/2012
777,FCEQN,FCEQN-6132,172,S,1.0,P,2009.0,12/11/2011
778,FCEQN,FCEQN-6134,143,S,0.0,A,2006.0,12/05/2011
779,FCEQN,FCEQN-6136,104,N,2.0,P,2010.0,12/13/2011
780,FCEQN,FCEQN-6137,104,N,1.0,P,2012.0,04/07/2013
781,FCEQN,FCEQN-6139,172,N,0.0,A,2003.0,11/28/2011
782,FCEQN,FCEQN-6145,143,S,2.0,A,2005.0,12/04/2011
783,FCEQN,FCEQN-6148,104,S,0.0,A,2014.0,12/04/2011
784,FCEQN,FCEQN-6149,172,S,1.0,A,2010.0,12/06/2011
785,FCEQN,FCEQN-6150,102,N,1.0,A,2008.0,12/07/2011
786,FCEQN,FCEQN-6151,101,S,1.0,P,2003.0,12/11/2011
787,FCEQN,FCEQN-6154,104,N,2.0,P,2003.0,12/13/2011
788,FCEQN,FCEQN-6158,101,N,1.0,A,2003.0,02/01/2013
789,FCEQN,FCEQN-6162,101,S,2.0,A,2004.0,04/24/2011
790,FCEQN,FCEQN-6163,104,S,1.0,A,2007.0,12/16/2010
791,FCEQN,FCEQN-6165,147,N,2.0,P,2000.0,12/07/2011
792,FCEQN,FCEQN-6167,147,N,1.0,A,2007.0,12/07/2011
793,FCEQN,FCEQN-6169,101,S,1.0,A,2004.0,12/13/2011
794,FCEQN,FCEQN-6171,172,S,2.0,P,2005.0,12/13/2011
795,FCEQN,FCEQN-6172,101,N,2.0,P,2003.0,12/15/2011
796,FCEQN,FCEQN-6174,172,N,1.0,P,,02/01/2012
797,FCEQN,FCEQN-6180,172,N,0.0,P,2009.0,02/02/2012
798,FCEQN,FCEQN-6181,147,N,0.0,P,2008.0,12/11/2012
799,FCEQN,FCEQN-6183,143,N,2.0,P,2012.0,01/30/2013
800,FCEQN,FCEQN-6188,101,N,0.0,P,,02/29/2013
801,FCEQN,FCEQN-6190,102,N,1.0,A,2008.0,02/29/2013
802,FCEQN,FCEQN-6192,101,N,2.0,P,2004.0,12/14/2011
803,FCEQN,FCEQN-6193,143,S,1.0,A,2004.0,12/05/2011
804,FCEQN,FCEQN-6195,104,N,1.0,P,,12/21/2006
805,FCEQN,FCEQN-6203,147,N,1.0,P,2011.0,04/07/2010
806,FCEQN,FCEQN-6205,172,S,2.0,P,2011.0,04/27/2011
807,FCEQN,FCEQN-6206,101,S,1.0,A,,12/13/2011
808,FCEQN,FCEQN-6208,104,S,1.0,P,2003.0,12/01/2011
809,FCEQN,FCEQN-6209,172,N,2.0,A,2005.0,12/07/2012
810,FCEQN,FCEQN-6210,104,N,1.0,P,2014.0,12/14/2012
811,FCEQN,FCEQN-6214,102,S,1.0,P,2014.0,02/07/2013
812,FCEQN,FCEQN-6218,106,N,1.0,P,2005.0,02/14/2013
813,FCEQN,FCEQN-6223,102,S,1.0,P,2006.0,05/15/2011
814,FCEQN,FCEQN-6226,147,N,1.0,A,2011.0,12/13/2011
815,FCEQN,FCEQN-6231,147,S,1.0,P,2009.0,01/26/1999
816,FCEQN,FCEQN-6236,147,N,0.0,A,2014.0,12/19/2007
817,FCEQN,FCEQN-6243,172,N,1.0,A,2008.0,04/05/2010
818,FCEQN,FCEQN-6246,102,N,1.0,P,2005.0,12/13/2011
819,FCEQN,FCEQN-6251,170,S,1.0,A,2009.0,12/13/2011
820,FCEQN,FCEQN-6253,143,S,1.0,A,2009.0,12/15/2011
821,FCEQN,FCEQN-6256,147,S,2.0,A,2007.0,04/13/2012
822,FCEQN,FCEQN-6257,147,N,2.0,P,2000.0,02/01/2013
823,FCEQN,FCEQN-6258,SAC,N,1.0,P,2000.0,03/01/2001
824,FCEQN,FCEQN-6259,104,S,0.0,A,2010.0,02/10/2003
825,FCEQN,FCEQN-6264,105,S,0.0,P,2003.0,03/28/2010
826,FCEQN,FCEQN-6266,147,N,2.0,A,2005.0,04/07/2010
827,FCEQN,FCEQN-6268,147,N,1.0,P,2007.0,04/11/2010
828,FCEQN,FCEQN-6269,105,S,2.0,P,2003.0,04/11/2010
829,FCEQN,FCEQN-6273,147,N,2.0,A,2009.0,04/14/2010
830,FCEQN,FCEQN-6275,102,N,1.0,P,2007.0,12/01/2011
831,FCEQN,FCEQN-6277,172,S,1.0,P,2005.0,12/12/2011
832,FCEQN,FCEQN-6278,147,S,1.0,P,,12/14/2011
833,FCEQN,FCEQN-6284,102,S,1.0,A,2004.0,02/13/2012
834,FCEQN,FCEQN-6298,172,N,1.0,A,,04/12/2012
835,FCEQN,FCEQN-6307,104,S,0.0,A,2004.0,12/05/2012
836,FCEQN,FCEQN-5825,147,S,0.0,P,2008.0,12/14/2012
837,FCEQN,FCEQN-6310,101,N,2.0,A,2000.0,12/14/2012
838,FCEQN,FCEQN-6311,147,N,0.0,P,2010.0,01/31/2013
839,FCEQN,FCEQN-6314,147,S,0.0,A,2006.0,03/29/2010
840,FCEQN,FCEQN-6315,101,S,1.0,P,,04/04/2010
841,FCEQN,FCEQN-6323,101,S,2.0,P,2000.0,04/05/2010
842,FCEQN,FCEQN-6331,147,N,0.0,A,2011.0,02/07/2013
843,FCEQN,FCEQN-6336,170,N,1.0,P,2010.0,02/07/2013
844,FCEQN,FCEQN-6342,172,S,0.0,A,2000.0,02/07/2013
845,FCEQN,FCEQN-6354,143,S,1.0,A,2011.0,12/14/2011
846,FCEQN,FCEQN-6360,101,N,1.0,P,2009.0,12/05/2011
847,FCEQN,FCEQN-6365,147,S,0.0,P,2012.0,02/07/2013
848,FCEQN,FCEQN-6371,172,S,1.0,P,2014.0,12/11/2011
849,FCEQN,FCEQN-6374,147,N,2.0,P,2003.0,01/31/2013
850,FCEQN,FCEQN-6378,143,N,1.0,P,2010.0,12/12/2011
851,FCEQN,FCEQN-6379,172,S,0.0,A,2010.0,02/10/2011
852,FCEQN,FCEQN-6384,147,S,0.0,A,2008.0,12/13/2011
853,FCEQN,FCEQN-6386,104,N,0.0,A,,12/06/2011
854,FCEQN,FCEQN-6398,172,S,2.0,P,2004.0,12/13/2011
855,FCEQN,FCEQN-6400,104,N,2.0,A,2006.0,02/04/2013
856,FCEQN,FCEQN-6410,172,N,1.0,A,2000.0,03/01/1991
857,FCEQN,FCEQN-6414,172,S,1.0,P,2009.0,12/12/2011
858,FCEQN,FCEQN-2623,104,N,2.0,A,2010.0,12/14/2011
859,FCEQN,FCEQN-6417,101,S,1.0,A,2006.0,05/10/2012
860,FCEQN,FCEQN-6418,104,N,1.0,A,2007.0,12/11/2011
861,FCEQN,FCEQN-6421,172,N,2.0,P,2008.0,12/14/1999
862,FCEQN,FCEQN-6422,104,S,1.0,A,2006.0,12/26/2006
863,FCEQN,FCEQN-6423,147,S,1.0,A,2004.0,04/20/2011
864,FCEQN,FCEQN-6424,106,S,1.0,A,2011.0,02/01/2012
865,FCEQN,FCEQN-6425,101,S,1.0,A,2011.0,02/06/2012
866,FCEQN,FCEQN-6428,172,N,0.0,P,2012.0,12/17/2012
867,FCEQN,FCEQN-6034,104,N,2.0,P,2008.0,02/04/2013
868,FCEQN,FCEQN-6429,102,S,2.0,P,2006.0,06/13/2006
869,FCEQN,FCEQN-6430,147,S,0.0,P,2010.0,04/13/2012
870,FCEQN,FCEQN-6431,172,S,1.0,P,2004.0,12/14/2012
871,FCEQN,FCEQN-6432,172,S,2.0,A,2005.0,12/14/2012
872,FCEQN,FCEQN-6029,104,N,0.0,P,2010.0,12/14/2011
873,FCEQN,FCEQN-6444,101,S,2.0,A,2003.0,03/23/2012
874,FCEQN,FCEQN-6061,101,S,0.0,P,2014.0,12/14/2012
875,FCEQN,FCEQN-5986,101,N,1.0,P,2003.0,04/26/2011
876,FCEQN,FCEQN-5998,172,S,1.0,A,2009.0,04/04/2010
877,FCEQN,FCEQN-6252,147,N,1.0,P,2009.0,12/12/2011
878,FCEQN,FCEQN-5993,147,N,0.0,P,2000.0,02/06/2003
879,FCEQN,FCEQN-5969,147,S,1.0,A,2007.0,12/13/2011
880,FCEQN,FCEQN-6072,172,N,0.0,A,2010.0,12/05/2011
881,FCEQN,FCEQN-6370,172,S,0.0,A,2006.0,12/13/2011
882,FCEQN,FCEQN-6224,170,S,2.0,A,2003.0,12/17/2012
883,FCEQN,FCEQN-6090,172,N,0.0,P,2008.0,02/19/2004
884,FCEQN,FCEQN-6086,172,S,1.0,A,2006.0,12/05/2011
885,FCEQN,FCEQN-6445,101,N,1.0,P,2003.0,12/11/2011
886,FCEQN,FCEQN-6237,172,S,1.0,A,2003.0,02/04/1998
887,FCEQN,FCEQN-6446,105,S,2.0,A,2003.0,12/13/2011
888,FCEQN,FCEQN-5843,172,S,2.0,A,2003.0,12/15/2011
889,FCEQN,FCEQN-6131,172,S,2.0,A,2010.0,02/12/2013
890,FCEQN,FCEQN-5996,102,N,1.0,P,2011.0,12/14/2011
891,FCEQN,FCEQN-5838,105,S,0.0,A,2007.0,12/28/2011
892,FCEQN,FCEQN-6025,104,S,2.0,A,2003.0,12/05/2012
893,FCEQN,FCEQN-5930,172,S,2.0,P,2007.0,03/29/2010
894,FCEQN,FCEQN-6004,147,N,1.0,A,2008.0,12/14/2011
895,FCEQN,FCEQN-6447,143,S,1.0,A,,12/16/2010
896,FCEQN,FCEQN-6178,104,N,1.0,P,2003.0,12/06/2011
897,FCEQN,FCEQN-6179,104,S,2.0,A,2006.0,12/13/2011
898,FCEQN,FCEQN-6071,147,N,2.0,A,,05/14/2012
899,FCEQN,FCEQN-6051,104,S,1.0,A,2010.0,04/14/2013
900,FCEQN,FCEQN-6448,101,N,1.0,A,2003.0,12/04/2011
901,FCEQN,FCEQN-5956,101,S,2.0,A,2000.0,12/07/2011
902,FCEQN,FCEQN-5854,147,S,1.0,A,2007.0,11/29/2011
903,FCEQN,FCEQN-6159,172,N,1.0,P,2000.0,11/29/2011
904,FCEQN,FCEQN-6455,101,N,1.0,P,2010.0,12/05/2011
905,FCEQN,FCEQN-6366,147,S,2.0,A,2005.0,12/07/2011
906,FCEQN,FCEQN-6199,101,S,1.0,A,2000.0,04/13/2012
907,FCEQN,FCEQN-6458,170,S,1.0,A,2007.0,12/07/2012
908,FCEQN,FCEQN-6097,104,S,1.0,A,2012.0,12/14/2012
909,FCEQN,FCEQN-6227,102,N,1.0,A,2012.0,01/29/2013
910,FCEQN,FCEQN-6312,102,S,1.0,P,2011.0,04/13/2012
911,FCEQN,FCEQN-6250,147,N,1.0,P,2008.0,12/19/2012
912,FCEQN,FCEQN-6221,172,N,1.0,A,2007.0,01/31/2013
913,FCEQN,FCEQN-5933,172,S,1.0,A,2004.0,12/01/2011
914,FCEQN,FCEQN-5855,104,S,1.0,A,2003.0,12/06/2011
915,FCEQN,FCEQN-6234,147,S,1.0,P,2014.0,12/07/2011
916,FCEQN,FCEQN-5973,147,S,1.0,A,2005.0,12/13/2011
917,FCEQN,FCEQN-6047,147,N,0.0,P,2003.0,12/05/2012
918,FCEQN,FCEQN-6409,172,N,0.0,P,,12/05/2012
919,FCEQN,FCEQN-5985,147,S,2.0,P,2000.0,12/01/2011
920,FCEQN,FCEQN-6339,102,N,2.0,P,,12/14/2012
921,FCEQN,FCEQN-6464,106,N,0.0,A,2011.0,11/30/2011
922,FCEQN,FCEQN-6465,106,S,1.0,A,2012.0,11/28/2012
923,FCEQN,FCEQN-6247,104,S,1.0,A,2010.0,04/11/2010
924,FCEQN,FCEQN-6235,147,S,1.0,A,2000.0,12/13/2012
925,FCEQN,FCEQN-6461,106,N,1.0,A,2008.0,12/06/2006
926,FCEQN,FCEQN-6468,106,S,0.0,A,2011.0,05/03/2011
927,FCEQN,FCEQN-6469,106,S,0.0,A,2006.0,12/13/2011
928,FCEQN,FCEQN-6470,104,N,0.0,P,2010.0,12/07/2011
929,FCEQN,FCEQN-5963,101,S,0.0,A,2007.0,12/13/2011
930,FCEQN,FCEQN-6230,143,S,2.0,A,2011.0,12/15/2011
931,FCEQN,FCEQN-5736,147,S,2.0,P,2009.0,12/07/2012
932,FCEQN,FCEQN-6225,147,S,2.0,P,2004.0,12/12/2012
933,FCEQN,FCEQN-5751,101,S,2.0,A,2011.0,04/05/2010
934,FCEQN,FCEQN-6161,172,N,1.0,P,2007.0,12/12/2011
935,FCEQN,FCEQN-6350,147,S,1.0,A,2005.0,12/12/2011
936,FCEQN,FCEQN-6472,147,S,0.0,A,2007.0,11/30/2011
937,FCEQN,FCEQN-6474,106,S,1.0,A,2005.0,12/05/2011
938,FCEQN,FCEQN-6475,147,S,2.0,A,2010.0,12/05/2011
939,FCEQN,FCEQN-5435,102,S,1.0,A,2009.0,12/07/2011
940,FCEQN,FCEQN-6476,106,N,2.0,P,2004.0,12/13/2011
941,FCEQN,FCEQN-6182,102,S,1.0,P,2010.0,12/06/2012
942,FCEQN,FCEQN-5848,172,S,2.0,A,2009.0,12/06/2011
943,FCEQN,FCEQN-6477,172,S,2.0,A,,12/14/2012
944,FCEQN,FCEQN-6479,106,S,1.0,P,2010.0,12/19/2012
945,FCEQN,FCEQN-6155,147,S,1.0,P,2000.0,02/08/2013
946,FCEQN,FCEQN-6043,147,N,0.0,A,2011.0,04/06/2010
947,FCEQN,FCEQN-6473,106,N,2.0,A,2005.0,12/11/2012
948,FCEQN,FCEQN-6376,172,N,0.0,A,2010.0,12/05/2012
949,FCEQN,FCEQN-6023,143,S,1.0,A,2014.0,12/04/2008
950,FCEQN,FCEQN-6480,172,S,1.0,A,2008.0,04/07/2013
951,FCEQN,FCEQN-6176,102,S,0.0,A,2006.0,11/28/2012
952,FCEQN,FCEQN-6482,147,N,1.0,P,2007.0,12/18/2006
953,FCEQN,FCEQN-6484,106,S,2.0,A,2007.0,04/04/2013
954,FCEQN,FCEQN-6485,106,S,0.0,A,2000.0,12/07/2012
955,FCEQN,FCEQN-6340,147,S,1.0,A,2011.0,04/05/2010
956,FCEQN,FCEQN-6486,102,N,2.0,P,2007.0,12/04/2008
957,FCEQN,FCEQN-6487,147,N,1.0,P,2010.0,02/02/2012
958,FCEQN,FCEQN-6222,101,S,0.0,A,2008.0,12/05/2011
959,FCEQN,FCEQN-6488,147,S,1.0,A,2003.0,12/05/2011
960,FCEQN,FCEQN-6124,172,N,1.0,P,2008.0,03/05/2003
961,FCEQN,FCEQN-6021,170,S,1.0,P,2000.0,12/05/2012
962,FCEQN,FCEQN-5999,104,N,1.0,P,2008.0,02/08/1996
963,FCEQN,FCEQN-1758,143,S,1.0,A,2010.0,08/07/2005
964,FCEQN,FCEQN-6426,170,S,2.0,A,2011.0,04/28/2011
965,FCEQN,FCEQN-6248,170,N,1.0,A,2011.0,05/03/2011
966,FCEQN,FCEQN-6054,147,N,1.0,A,2009.0,12/06/2011
967,FCEQN,FCEQN-6326,104,N,1.0,A,2010.0,12/11/2011
968,FCEQN,FCEQN-6327,104,N,2.0,A,2000.0,12/13/2011
969,FCEQN,FCEQN-4595,172,S,2.0,A,2006.0,12/13/2011
970,FCEQN,FCEQN-4916,170,N,1.0,A,2010.0,12/05/2012
971,FCEQN,FCEQN-6471,106,S,2.0,A,2004.0,12/12/2011
972,FCEQN,FCEQN-6356,172,S,0.0,A,2014.0,02/02/2012
973,FCEQN,FCEQN-5821,101,S,1.0,A,2003.0,12/07/2012
974,FCEQN,FCEQN-3585,102,S,1.0,A,2014.0,12/04/2011
975,FCEQN,FCEQN-5847,102,S,1.0,A,2004.0,12/05/2011
976,FCEQN,FCEQN-1524,143,S,2.0,A,2004.0,12/06/2011
977,FCEQN,FCEQN-4802,170,N,0.0,A,2003.0,12/07/2011
978,FCEQN,FCEQN-6074,143,N,2.0,P,2005.0,12/13/2011
979,FCEQN,FCEQN-4512,143,S,1.0,A,2008.0,12/06/2010
980,FCEQN,FCEQN-5213,170,S,1.0,A,2004.0,12/07/2012
981,FCEQN,FCEQN-5223,172,S,2.0,A,2008.0,05/11/2006
982,FCEQN,FCEQN-4628,106,N,2.0,P,2010.0,02/07/2012
983,FCEQN,FCEQN-4851,102,N,1.0,P,2007.0,02/29/2013
984,FCEQN,FCEQN-3460,170,N,1.0,P,2012.0,05/11/2006
985,FCEQN,FCEQN-4506,102,S,2.0,A,2012.0,05/11/2006
986,FCEQN,FCEQN-5136,147,S,0.0,A,2007.0,03/01/2001
987,FCEQN,FCEQN-5826,101,S,2.0,A,2004.0,12/01/2011
988,FCEQN,FCEQN-6164,147,N,1.0,A,2008.0,11/24/2013
989,FCEQN,FCEQN-6394,147,N,2.0,P,2004.0,12/15/1998
990,FCEQN,FCEQN-6403,147,S,1.0,A,2005.0,12/06/2011
991,FCEQN,FCEQN-6481,106,S,1.0,P,2009.0,12/13/2011
992,FCEQN,FCEQN-3469,102,N,2.0,P,2009.0,12/06/2011
993,FCEQN,FCEQN-3503,102,S,1.0,A,2010.0,09/08/2010
994,FCEQN,FCEQN-5216,172,N,1.0,P,2000.0,12/09/2007
995,FCEQN,FCEQN-5547,101,S,1.0,A,,03/29/2010
996,FCEQN,FCEQN-4195,102,N,1.0,A,2005.0,04/06/2010
997,FCEQN,FCEQN-5658,106,S,0.0,A,2007.0,12/19/2011
998,FCEQN,FCEQN-1939,147,S,0.0,P,,12/01/2013
999,FCEQN,FCEQN-5819,172,S,0.0,A,2008.0,12/03/2008
1000,FCEQN,FCEQN-6207,102,N,0.0,A,2000.0,12/03/2008
1001,FCEQN,FCEQN-5457,SAC,S,1.0,A,2011.0,12/18/2007
1002,FCEQN,FCEQN-5119,106,S,1.0,A,2012.0,12/16/2008
1003,FCEQN,FCEQN-5200,SAC,N,1.0,P,2007.0,04/26/2011
1004,FCEQN,FCEQN-5264,104,S,0.0,A,2004.0,04/26/2005
1005,FCEQN,FCEQN-5322,SAC,N,0.0,P,2006.0,12/05/2011
1006,FCEQN,FCEQN-5399,SAC,N,1.0,A,2010.0,02/19/2004
1007,FCEQN,FCEQN-5414,SAC,N,0.0,A,2003.0,12/18/2006
1008,FCEQN,FCEQN-5470,SAC,N,1.0,A,2000.0,12/01/2008
1009,FCEQN,FCEQN-5471,101,N,0.0,P,,12/11/2011
1010,FCEQN,FCEQN-4521,172,S,1.0,P,2008.0,12/13/2011
1011,FCEQN,FCEQN-4710,SAC,S,1.0,A,2003.0,12/30/2013
1012,FCEQN,FCEQN-5598,147,S,1.0,A,2007.0,02/04/2014
1013,FCEQN,FCEQN-5911,101,S,2.0,A,2010.0,12/16/2010
1014,FCEQN,FCEQN-5967,101,N,2.0,P,2011.0,12/30/2013
1015,FCEQN,FCEQN-6060,147,S,1.0,A,2006.0,02/12/2013
1016,FCEQN,FCEQN-6107,147,N,1.0,A,,12/02/2007
1017,FCEQN,FCEQN-6313,106,N,1.0,A,2012.0,04/26/2005
1018,FCEQN,FCEQN-3438,172,N,0.0,P,2008.0,04/28/2011
1019,FCEQN,FCEQN-6066,172,N,1.0,A,,12/09/2008
1020,FCEQN,FCEQN-4402,170,N,1.0,P,2009.0,12/04/2006
1021,FCEQN,FCEQN-5908,143,S,1.0,A,2012.0,05/03/2005
1022,FCEQN,FCEQN-5835,172,S,0.0,P,2003.0,03/23/2014
1023,FCEQN,FCEQN-6377,172,N,1.0,A,2000.0,02/01/2013
1024,FCEQN,FCEQN-2653,143,N,0.0,A,2014.0,12/15/2013
1025,FCEQN,FCEQN-4305,104,N,1.0,A,2011.0,02/02/2012
1026,FCEQN,FCEQN-4656,106,N,0.0,P,2009.0,02/02/2012
1027,FCEQN,FCEQN-5660,102,S,1.0,A,2008.0,03/23/2014
1028,FCEQN,FCEQN-6456,106,N,1.0,A,2005.0,12/10/2013
1029,FCEQN,FCEQN-3969,101,S,1.0,P,2012.0,03/25/2014
1030,FCEQN,FCEQN-4980,170,N,2.0,A,2004.0,03/25/2014
1031,FCEQN,FCEQN-5179,101,S,1.0,A,,12/01/2008
1032,FCEQN,FCEQN-5764,SAC,N,1.0,A,2007.0,11/24/2013
1033,FCEQN,FCEQN-6320,143,N,1.0,A,2012.0,12/14/2012
1034,FCEQN,FCEQN-4275,101,S,1.0,P,2009.0,02/04/2014
1035,FCEQN,FCEQN-6372,147,S,1.0,P,2008.0,12/02/2013
1036,FCEQN,FCEQN-6373,104,N,2.0,P,2011.0,12/03/2013
1037,FCEQN,FCEQN-5569,101,N,1.0,A,2009.0,12/05/2007
1038,FCEQN,FCEQN-5859,101,S,1.0,A,,11/24/2013
1039,FCEQN,FCEQN-6333,147,N,1.0,P,2011.0,11/24/2013
1040,FCEQN,FCEQN-6466,106,N,1.0,P,2000.0,12/03/2013
1041,FCEQN,FCEQN-5185,102,N,2.0,P,2009.0,12/03/2013
1042,FCEQN,FCEQN-6092,101,S,0.0,A,2005.0,12/04/2013
1043,FCEQN,FCEQN-5042,102,N,1.0,A,2010.0,12/06/2012
1044,FCEQN,FCEQN-6213,104,S,0.0,A,2010.0,12/09/2013
1045,FCEQN,FCEQN-5230,147,S,0.0,A,2012.0,12/12/2013
1046,FCEQN,FCEQN-5452,172,S,1.0,A,2007.0,04/07/2013
1047,FCEQN,FCEQN-5664,170,S,2.0,P,2003.0,12/02/2013
1048,FCEQN,FCEQN-5921,104,S,2.0,A,2000.0,12/13/2012
1049,FCEQN,FCEQN-6420,101,S,2.0,P,2003.0,04/07/2014
1050,FCEQN,FCEQN-5936,147,S,0.0,A,2007.0,12/12/2013
1051,FCEQN,FCEQN-5818,104,N,1.0,P,2000.0,12/03/2013
1052,FCEQN,FCEQN-5987,102,S,0.0,A,2007.0,12/22/2013
1053,FCEQN,FCEQN-6460,106,N,1.0,P,2007.0,12/11/2013
1054,FCEQN,FCEQN-5199,104,N,0.0,A,,11/25/2013
1055,FCEQN,FCEQN-5130,102,S,2.0,A,,11/25/2013
1056,FCEQN,FCEQN-5995,101,N,0.0,P,2008.0,12/05/2013
1057,FCEQN,FCEQN-6005,104,N,2.0,P,2010.0,12/12/2013
1058,FCEQN,FCEQN-5787,172,S,1.0,A,2003.0,04/26/2011
1059,FCEQN,FCEQN-5138,147,N,1.0,P,2010.0,12/03/2013
1060,FCEQN,FCEQN-5829,104,S,2.0,A,2003.0,04/15/2014
1061,FCEQN,FCEQN-6022,143,S,1.0,A,2011.0,02/04/2014
1062,FCEQN,FCEQN-5832,101,N,1.0,P,2012.0,12/09/2013
1063,FCEQN,FCEQN-6156,147,S,0.0,P,2007.0,12/26/2006
1064,FCEQN,FCEQN-4707,SAC,S,0.0,A,2011.0,05/02/2005
1065,FCEQN,FCEQN-5284,104,N,2.0,P,2000.0,05/02/2006
1066,FCEQN,FCEQN-5449,147,S,1.0,P,,01/05/1999
1067,FCEQN,FCEQN-5591,105,N,0.0,P,2010.0,05/07/2014
1068,FCEQN,5130,106,S,0.0,A,2010.0,05/15/2006
1069,FCEQN,FCEQN-4497,172,N,0.0,P,2012.0,05/07/2014
1070,FCEQN,FCEQN-5468,101,N,1.0,A,2000.0,05/07/2014
1071,FCEQN,FCEQN-5958,102,N,2.0,P,2012.0,02/09/1998
1072,FCEQN,FCEQN-4871,172,S,1.0,A,2012.0,02/19/2007
1073,FCEQN,FCEQN-5266,104,S,2.0,A,2000.0,02/08/2007
1074,FCEQN,FCEQN-6204,147,S,1.0,A,2010.0,12/15/2013
1075,FCEQN,FCEQN-6285,104,N,1.0,A,2003.0,12/05/2013
1076,FCEQN,FCEQN-6451,101,N,2.0,P,2014.0,12/05/2013
1077,FCEQN,FCEQN-6000,147,S,2.0,P,,12/09/2013
1078,FCEQN,FCEQN-5479,101,S,1.0,A,2004.0,11/24/2013
1079,FCEQN,FCEQN-5946,104,S,1.0,A,2004.0,11/25/2013
1080,FCEQN,FCEQN-5030,102,N,1.0,A,2006.0,12/01/2011
1081,FCEQN,FCEQN-5058,104,N,1.0,P,2010.0,03/01/2001
